KO,Label,Entrez_hsa,Name,EC
K24457,"SLFN12, SLFN12L",55106,schlafen family member 12,"NA"
K24458,SLFN11,91607,schlafen family member 11 ,3.6.-.-
K24459,SLFN13,146857,schlafen family member 13 ,3.1.-.-
K24460,GA13ox,-1,gibberellin 13-oxidase ,1.14.-.-
K24461,DLK1,8788,protein delta homolog 1,"NA"
K24462,"DLK2, EGFL9",65989,protein delta homolog 2,"NA"
K24463,DNER,92737,delta and Notch-like epidermal growth factor-related receptor,"NA"
K24464,EDIL3,10085,EGF-like repeat and discoidin I-like domain-containing protein 3,"NA"
K24465,EGFL7_8,51162,epidermal growth factor-like protein 7/8,"NA"
K24465,EGFL7_8,80864,epidermal growth factor-like protein 7/8,"NA"
K24466,NOTCH2NL,388677,Notch homolog 2 N-terminal-like protein,"NA"
K24466,NOTCH2NL,100996717,Notch homolog 2 N-terminal-like protein,"NA"
K24466,NOTCH2NL,100996763,Notch homolog 2 N-terminal-like protein,"NA"
K24467,PROZ,8858,vitamin K-dependent protein Z,"NA"
K24468,SCUBE1_3,222663,"signal peptide, CUB and EGF-like domain-containing protein 1/3","NA"
K24468,SCUBE1_3,80274,"signal peptide, CUB and EGF-like domain-containing protein 1/3","NA"
K24469,SVEP1,79987,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","NA"
K24470,"SNED1, IRE-BP1",25992,insulin-responsive sequence DNA-binding protein 1,"NA"
K24471,EPGN,255324,epigen,"NA"
K24472,HEG,57493,protein HEG,"NA"
K24473,"TENM, ODZ",10178,teneurin,"NA"
K24473,"TENM, ODZ",57451,teneurin,"NA"
K24473,"TENM, ODZ",55714,teneurin,"NA"
K24473,"TENM, ODZ",26011,teneurin,"NA"
K24474,"BSPH, ELSPBP2",100131137,binder of sperm protein,"NA"
K24475,ELSPBP1,64100,epididymal sperm-binding protein 1,"NA"
K24476,"EBI3, IL27B",10148,interleukin 27 subunit beta,"NA"
K24477,ABI3BP,25890,target of Nesh-SH3,"NA"
K24478,ANKFN1,162282,ankyrin repeat and fibronectin type-III domain-containing protein 1,"NA"
K24479,ASTN,460,astrotactin,"NA"
K24479,ASTN,23245,astrotactin,"NA"
K24480,CMYA5,202333,cardiomyopathy-associated protein 5,"NA"
K24481,CRLF1,9244,cytokine receptor-like factor 1,"NA"
K24482,CRLF3,51379,cytokine receptor-like factor 3,"NA"
K24483,FANK1,92565,fibronectin type 3 and ankyrin repeat domains protein 1,"NA"
K24484,FNDC1,84624,fibronectin type III domain-containing protein 1,"NA"
K24485,FNDC3,22862,fibronectin type III domain-containing protein 3,"NA"
K24485,FNDC3,64778,fibronectin type III domain-containing protein 3,"NA"
K24486,FNDC4_5,64838,fibronectin type III domain-containing protein 4/5,"NA"
K24486,FNDC4_5,252995,fibronectin type III domain-containing protein 4/5,"NA"
K24487,FNDC7,163479,fibronectin type III domain-containing protein 7,"NA"
K24488,FNDC8,54752,fibronectin type III domain-containing protein 8,"NA"
K24489,FSD1,83856,fibronectin type III and SPRY domain-containing protein 1,"NA"
K24489,FSD1,79187,fibronectin type III and SPRY domain-containing protein 1,"NA"
K24490,FSD2,123722,fibronectin type III and SPRY domain-containing protein 2,"NA"
K24491,LRIT,26103,"leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein","NA"
K24491,LRIT,340745,"leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein","NA"
K24491,LRIT,345193,"leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein","NA"
K24492,LRRN1_2_3,57633,leucine-rich repeat neuronal protein 1/2/3,"NA"
K24492,LRRN1_2_3,54674,leucine-rich repeat neuronal protein 1/2/3,"NA"
K24492,LRRN1_2_3,10446,leucine-rich repeat neuronal protein 1/2/3,"NA"
K24493,LRRN4,164312,leucine-rich repeat neuronal protein 4,"NA"
K24494,MYBPH,4608,myosin-binding protein H,"NA"
K24494,MYBPH,343263,myosin-binding protein H,"NA"
K24495,MYOM,8736,myomesin,"NA"
K24495,MYOM,9172,myomesin,"NA"
K24495,MYOM,127294,myomesin,"NA"
K24496,NPHS1,4868,nephron,"NA"
K24497,PHYHIP,9796,phytanoyl-CoA hydroxylate-interacting protein,"NA"
K24497,PHYHIP,84457,phytanoyl-CoA hydroxylate-interacting protein,"NA"
K24498,SORL1,6653,sortilin-related receptor,"NA"
K24499,UMODL1,89766,uromodulin-like 1,"NA"
K24500,VASN,114990,vasorin,"NA"
K24501,PRDM1,639,PR domain zinc finger protein 1 ,2.1.1.-
K24502,FEZF,389549,Fez family zinc finger protein,"NA"
K24502,FEZF,55079,Fez family zinc finger protein,"NA"
K24503,SP110,3431,nuclear body protein Sp110,"NA"
K24504,SP140,11262,nuclear body protein Sp140,"NA"
K24504,SP140,93349,nuclear body protein Sp140,"NA"
K24505,GMEB,26205,glucocorticoid modulatory element-binding protein,"NA"
K24505,GMEB,10691,glucocorticoid modulatory element-binding protein,"NA"
K24506,VIT,5212,vitrin,"NA"
K24507,VWA1,64856,von Willebrand factor A domain-containing protein 1,"NA"
K24508,VWA2,340706,von Willebrand factor A domain-containing protein 2,"NA"
K24509,VWA3,200403,von Willebrand factor A domain-containing protein 3,"NA"
K24509,VWA3,146177,von Willebrand factor A domain-containing protein 3,"NA"
K24510,VWA5,4013,von Willebrand factor A domain-containing protein 5,"NA"
K24510,VWA5,127731,von Willebrand factor A domain-containing protein 5,"NA"
K24510,VWA5,90113,von Willebrand factor A domain-containing protein 5,"NA"
K24511,VWA7,80737,von Willebrand factor A domain-containing protein 7,"NA"
K24512,VWA8,23078,von Willebrand factor A domain-containing protein 8,"NA"
K24513,"ITIH3, SHAP",3699,inter-alpha-trypsin inhibitor heavy chain H3,"NA"
K24514,ITIH4,3700,inter-alpha-trypsin inhibitor heavy chain H4,"NA"
K24515,ITIH5,80760,inter-alpha-trypsin inhibitor heavy chain H5,"NA"
K24516,ITIH6,347365,inter-alpha-trypsin inhibitor heavy chain H6,"NA"
K24517,BMPER,168667,BMP-binding endothelial regulator protein,"NA"
K24518,CRIM1,51232,cysteine-rich motor neuron 1 protein,"NA"
K24519,VWCE,220001,von Willebrand factor C and EGF domain-containing protein,"NA"
K24520,CHRDL1,91851,chordin-like protein 1,"NA"
K24521,VWC2,375567,brorin,"NA"
K24521,VWC2,402117,brorin,"NA"
K24522,KCP,375616,kielin/chordin-like protein,"NA"
K24523,CPNE5_8_9,57699,copine 5/8/9,"NA"
K24523,CPNE5_8_9,151835,copine 5/8/9,"NA"
K24523,CPNE5_8_9,144402,copine 5/8/9,"NA"
K24524,CPNE1_2_3,8904,copine 1/2/3,"NA"
K24524,CPNE1_2_3,221184,copine 1/2/3,"NA"
K24524,CPNE1_2_3,8895,copine 1/2/3,"NA"
K24525,CPNE4_6_7,131034,copine 4/6/7,"NA"
K24525,CPNE4_6_7,27132,copine 4/6/7,"NA"
K24525,CPNE4_6_7,9362,copine 4/6/7,"NA"
K24526,RBM12,10137,RNA-binding protein 12,"NA"
K24526,RBM12,389677,RNA-binding protein 12,"NA"
K24527,RBM18,92400,RNA-binding protein 18,"NA"
K24528,mycAI,-1,protomycinolide IV synthase 1,"NA"
K24529,mycB,-1,protomycinolide IV desosaminyltransferase ,2.4.1.-
K24530,mycCII,-1,ferredoxin,"NA"
K24531,mycD,-1,mycinamicin VII 6-deoxyallosyltransferase ,2.4.1.-
K24532,CYP1A,-1,cytochrome P450 family 1 subfamily A ,1.14.-.-
K24533,GP2,-1,Cuevavirus envelope glycoprotein 2,"NA"
K24534,GP,-1,Ebolavirus envelope glycoprotein,"NA"
K24535,GP,-1,Marburgvirus envelope glycoprotein,"NA"
K24536,ZZZ3,26009,ZZ-type zinc finger-containing protein 3,"NA"
K24537,KAT14,57325,cysteine-rich protein 2-binding protein,"NA"
K24538,MBIP,51562,MAP3K12-binding inhibitory protein 1,"NA"
K24539,YEATS2,55689,YEATS domain-contaning protein 2,"NA"
K24540,PRKRA,8575,interferon-inducible double-stranded RNA-dependent protein kinase activator A,"NA"
K24541,CYP71P1,-1,tryptamine 5-hydroxylase ,1.14.-.-
K24542,CYP81D,-1,cytochrome P450 family 81 subfamily D,"NA"
K24543,CYP97B3,-1,cytochrome P450 family 97 subfamily B polypeptide 3,"NA"
K24544,CYP714C,-1,cytochrome P450 family 714 subfamily C,"NA"
K24545,F,-1,Avulavirus fusion glycoprotein F0,"NA"
K24546,HE,-1,Betacoronavirus (excluding SARS and MERS) hemagglutinin-esterase ,3.1.1.53
K24547,F,-1,Henipavirus fusion glycoprotein F0,"NA"
K24548,F,-1,Respirovirus fusion glycoprotein F0,"NA"
K24549,F,-1,Rubulavirus fusion glycoprotein F0,"NA"
K24550,BCAS3,54828,breast carcinoma-amplified sequence 3,"NA"
K24551,BCAS4,55653,breast carcinoma-amplified sequence 4,"NA"
K24552,ASPRV1,151516,retroviral-like aspartic protease 1 ,3.4.23.-
K24553,DPY19L,147991,C-mannosyltransferase DPY19L ,2.4.1.-
K24553,DPY19L,23333,C-mannosyltransferase DPY19L ,2.4.1.-
K24553,DPY19L,283417,C-mannosyltransferase DPY19L ,2.4.1.-
K24553,DPY19L,286148,C-mannosyltransferase DPY19L ,2.4.1.-
K24554,KIAA0825,285600,protein KIAA0825,"NA"
K24555,tylG2,-1,tylactone synthase 2,"NA"
K24556,tylG3,-1,tylactone synthase 3,"NA"
K24557,tylG4,-1,tylactone synthase 4,"NA"
K24558,tylG5,-1,tylactone synthase 5,"NA"
K24559,mycAII,-1,protomycinolide IV synthase 2,"NA"
K24560,mycAIII,-1,protomycinolide IV synthase 3,"NA"
K24561,mycAIV,-1,protomycinolide IV synthase 4,"NA"
K24562,mycAV,-1,protomycinolide IV synthase 5,"NA"
K24563,eryAII,-1,6-deoxyerythronolide B synthase EryAII ,2.3.1.94
K24564,eryAIII,-1,6-deoxyerythronolide B synthase EryAIII ,2.3.1.94
K24565,oleAII,-1,"8,8a-deoxyoleandolide synthase 2","NA"
K24566,oleAIII,-1,"8,8a-deoxyoleandolide synthase 3","NA"
K24567,aveA2,-1,avermectin polyketide synthase AveA2,"NA"
K24568,aveA3,-1,avermectin polyketide synthase AveA3,"NA"
K24569,aveA4,-1,avermectin polyketide synthase AveA4,"NA"
K24570,POLY,-1,Flavivirus structral polyprotein,"NA"
K24571,GP,-1,Orthohantavirus envelopment polyprotein,"NA"
K24572,GP,-1,Orthobunyavirus envelopment polyprotein,"NA"
K24573,GP,-1,Orthonairovirus envelopment polyprotein,"NA"
K24574,TEX11,56159,testis-expressed protein 11,"NA"
K24575,MPLKIP,136647,M-phase-specific PLK1-interacting protein,"NA"
K24576,TMEM8A_B,58986,transmembrane protein 8A/B,"NA"
K24576,TMEM8A_B,51754,transmembrane protein 8A/B,"NA"
K24577,"MYMK, TMEM8C",389827,protein myomaker,"NA"
K24578,MYMX,101929726,protein myomixer,"NA"
K24579,3a,-1,SARS coronavirus accessory protein 3a,"NA"
K24580,6,-1,SARS coronavirus accessory protein 6,"NA"
K24581,7a,-1,SARS coronavirus accessory protein 7a,"NA"
K24582,7b,-1,SARS coronavirus accessory protein 7b,"NA"
K24583,8,-1,SARS coronavirus accessory protein 8,"NA"
K24584,10,-1,SARS coronavirus accessory protein 10,"NA"
K24585,BZLF2,-1,Lymphocryptovirus glycoprotein 42,"NA"
K24586,A7,-1,Macavirus C-type lectin protein A7,"NA"
K24587,GP64,-1,Alphabaculovirus major envelope glycoprotein,"NA"
K24588,G,-1,Ephemerovirus glycoprotein,"NA"
K24589,G,-1,Lyssavirus glycoprotein,"NA"
K24590,G,-1,Vesiculovirus glycoprotein,"NA"
K24591,GP,-1,Thogotovirus envelope glycoprotein,"NA"
K24592,NSP1-1,-1,Rotavirus nonstructural protein 1-1,"NA"
K24593,p14,-1,Orthoreovirus FAST protein,"NA"
K24594,RSRC1,51319,arginine/serine-rich coiled-coil protein 1,"NA"
K24595,RSRC2,65117,arginine/serine-rich coiled-coil protein 2,"NA"
K24596,VP7,-1,Rotavirus outer capsid protein VP7,"NA"
K24597,VP6,-1,Rotavirus inner capsid protein VP6,"NA"
K24598,VP2,-1,Rotavirus core capsid protein VP2,"NA"
K24599,HA,-1,Orthopoxvirus hemagglutinin,"NA"
K24600,A21L,-1,Orthopoxvirus virion membrane protein A21,"NA"
K24601,F9,-1,Orthopoxvirus protein F9,"NA"
K24602,G3L,-1,Orthopoxvirus protein G3,"NA"
K24603,G9R,-1,Orthopoxvirus myristoylated protein G9,"NA"
K24604,H2R,-1,Orthopoxvirus late protein H2,"NA"
K24605,I2L,-1,Orthopoxvirus protein I2,"NA"
K24606,"J5L, L5L",-1,Orthopoxvirus protein J5,"NA"
K24607,L1R,-1,Orthopoxvirus protein L1,"NA"
K24608,L5R,-1,Orthopoxvirus protein L5,"NA"
K24609,LRIG2,9860,leucine-rich repeats and immunoglobulin-like domains protein 2,"NA"
K24610,LRIG1_3,26018,leucine-rich repeats and immunoglobulin-like domains protein 1/3,"NA"
K24610,LRIG1_3,121227,leucine-rich repeats and immunoglobulin-like domains protein 1/3,"NA"
K24611,"AMMECR1, AMMECR1L",9949,AMME syndrome candidate gene 1 protein,"NA"
K24611,"AMMECR1, AMMECR1L",83607,AMME syndrome candidate gene 1 protein,"NA"
K24612,ERVFC1,105373297,endogenous retrovirus group FC1 Env polyprotein,"NA"
K24613,ERVV,100271846,endogenous retrovirus group V Env polyprotein,"NA"
K24613,ERVV,147664,endogenous retrovirus group V Env polyprotein,"NA"
K24614,ERVMER34-1,100288413,endogenous retroviral envelope protein HEMO,"NA"
K24615,ERV3-1,2086,endogenous retrovirus group 3 member 1 Env polyprotein,"NA"
K24616,"ERVPABLB-1, CAR1",-1,endogenous retrovirus group PABLB member 1 Env polyprotein,"NA"
K24617,EFF-1,-1,eff-1,"NA"
K24618,AFF-1,-1,cell fusion protein aff-1,"NA"
K24619,mauC,-1,amicyanin,"NA"
K24620,ykoF,-1,energy-coupling factor transport system substrate-specific component,"NA"
K24621,"CERS2_4, LASS2_4",29956,very-long-chain ceramide synthase ,2.3.1.297
K24621,"CERS2_4, LASS2_4",79603,very-long-chain ceramide synthase ,2.3.1.297
K24622,"CERS3, LASS3",204219,very-long-chain ceramide synthase / ultra-long-chain ceramide synthase ,2.3.1.297 2.3.1.298
K24623,waaH,-1,"UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase ",2.4.1.-
K24624,MICOS13,125988,MICOS complex subunit MIC13,"NA"
K24625,APOO,79135,MICOS complex subunit MIC26,"NA"
K24626,APOOL,139322,MICOS complex subunit MIC27,"NA"
K24627,"GAS2, GAS2L",2620,growth arrest-specific protein 2,"NA"
K24627,"GAS2, GAS2L",10634,growth arrest-specific protein 2,"NA"
K24627,"GAS2, GAS2L",246176,growth arrest-specific protein 2,"NA"
K24627,"GAS2, GAS2L",283431,growth arrest-specific protein 2,"NA"
K24628,ROGDI,79641,protein rogdi,"NA"
K24629,UBAP1,51271,ubiquitin-associated protein 1,"NA"
K24630,ZMYND8,23613,protein kinase C-binding protein 1,"NA"
K24631,"ANKMY1, ZMYD13",51281,ankyrin repeat and MYND domain-containing protein 1,"NA"
K24632,ZMYND19,116225,zinc finger MYND domain-containing protein 19,"NA"
K24633,"ANKMY2, ZMYND20, DAF25",57037,ankyrin repeat and MYND domain-containing protein 2,"NA"
K24634,"SMYD4, ZMYND21",114826,SET and MYND domain-containing protein 4 ,2.1.1.-
K24635,"SMYD5, ZMYND23",10322,SET and MYND domain-containing protein 5 ,2.1.1.-
K24636,STRC,161497,stereocilin,"NA"
K24637,ZBED1,9189,zinc finger BED domain-containing protein 1 (E3 SUMO-protein ligase ZBED1) ,2.3.2.-
K24638,ZBED2,79413,zinc finger BED domain-containing protein 2,"NA"
K24639,ZBED3,84327,zinc finger BED domain-containing protein 3,"NA"
K24640,ZBED4,9889,zinc finger BED domain-containing protein 4,"NA"
K24641,ZBED6,100381270,zinc finger BED domain-containing protein 6,"NA"
K24642,"ZBED5_7_8_9, BUSTER",63920,zinc finger BED domain-containing protein 5/7/8/9,"NA"
K24642,"ZBED5_7_8_9, BUSTER",114821,zinc finger BED domain-containing protein 5/7/8/9,"NA"
K24642,"ZBED5_7_8_9, BUSTER",58486,zinc finger BED domain-containing protein 5/7/8/9,"NA"
K24642,"ZBED5_7_8_9, BUSTER",9204,zinc finger BED domain-containing protein 5/7/8/9,"NA"
K24643,PRDM10,56980,PR domain zinc finger protein 10 ,2.1.1.-
K24644,PRDM11,56981,PR domain zinc finger protein 11 ,2.1.1.-
K24645,PRDM13,59336,PR domain zinc finger protein 13 ,2.1.1.-
K24646,PRDM14,63978,PR domain zinc finger protein 14 ,2.1.1.-
K24647,PRDM15,63977,PR domain zinc finger protein 15 ,2.1.1.-
K24648,remB,-1,extracellular matrix regulatory protein B,"NA"
K24649,wbdM,-1,O111-antigen biosynthesis glucosyltransferase,"NA"
K24650,HMG20B,10362,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,"NA"
K24651,PHF21A,51317,PHD finger protein 21A,"NA"
K24652,TTC12,54970,tetratricopeptide repeat protein 12,"NA"
K24653,FAM149,317662,primary cilium assembly protein FAM149,"NA"
K24653,FAM149,25854,primary cilium assembly protein FAM149,"NA"
K24654,wclR,-1,"O3-antigen biosynthesis alpha-1,3-galactosyltransferase ",2.4.1.343
K24655,wbpX,-1,"O-antigen biosynthesis alpha-1,2-rhamnosyltransferase ",2.4.1.-
K24656,wbpY,-1,"O-antigen biosynthesis alpha-1,3-rhamnosyltransferase ",2.4.1.-
K24657,wbpZ,-1,O-antigen biosynthesis rhamnosyltransferase ,2.4.1.-
K24658,wbdA,-1,"O-antigen biosynthesis alpha-1,2-mannosyltransferase ",2.4.1.371 2.4.1.-
K24659,wbdD,-1,O-antigen chain-terminating methyltransferase ,2.1.1.-
K24660,HMG20A,10363,high mobility group protein 20A,"NA"
K24661,rgtC,-1,lipopolysaccharide core galacturonosyltransferase RgtC ,2.4.1.-
K24662,rgtD,-1,lipid A galacturonosyltransferase RgtD ,2.4.1.-
K24663,NDD1,-1,nuclear division defective protein 1,"NA"
K24664,FKH,-1,forkhead protein FKH,"NA"
K24665,AZU1,566,azurocidin,"NA"
K24666,dsyB,-1,2-hydroxy-4-(methylsulfanyl)butanoate S-methyltransferase ,2.1.1.373
K24667,htm,-1,2-heptyl-1-hydroxyquinolin-4(1H)-one methyltransferase ,2.1.1.374
K24668,NES,-1,neryl diphosphate diphosphatase ,3.7.1.27
K24669,"PADI4, PAD4",23569,protein-arginine deiminase 4 ,3.5.3.15
K24670,K24670,-1,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / phosphoenolpyruvate phosphatase ",3.1.4.16 3.1.3.60
K24671,mne,-1,mannose 2-epimerase ,5.1.3.44
K24672,apsI,-1,D-apiose isomerase ,5.3.1.36
K24673,wbyI,-1,glycosyltransferase ,2.4.1.-
K24674,ZMYM1,79830,zinc finger MYM-type protein 1,"NA"
K24675,ZMYM2_3_4,9203,zinc finger MYM-type protein 2/3/4,"NA"
K24675,ZMYM2_3_4,9202,zinc finger MYM-type protein 2/3/4,"NA"
K24675,ZMYM2_3_4,7750,zinc finger MYM-type protein 2/3/4,"NA"
K24676,ZMYM5,9205,zinc finger MYM-type protein 5,"NA"
K24677,IQCE,23288,IQ domain-contaning protein E,"NA"
K24678,HHAT,55733,protein-cysteine N-palmitoyltransferase HHAT ,2.3.1.-
K24679,HHATL,57467,protein-cysteine N-palmitoyltransferase HHAT-like protein,"NA"
K24680,DISP1,84976,protein dispatched 1,"NA"
K24681,DISP2,85455,protein dispatched 2,"NA"
K24682,PTCHD,442213,patched domain-containing protein,"NA"
K24682,PTCHD,139411,patched domain-containing protein,"NA"
K24682,PTCHD,374308,patched domain-containing protein,"NA"
K24683,"DISP3, PTCHD2",57540,protein dispatched 3,"NA"
K24684,ZFAND1,79752,AN1-type zinc finger protein 1,"NA"
K24685,ZFAND2,130617,AN1-type zinc finger protein 2,"NA"
K24685,ZFAND2,90637,AN1-type zinc finger protein 2,"NA"
K24686,ZFAND3,60685,AN1-type zinc finger protein 3,"NA"
K24687,ZFAND5_6,54469,AN1-type zinc finger protein 5/6,"NA"
K24687,ZFAND5_6,7763,AN1-type zinc finger protein 5/6,"NA"
K24688,ZCWPW1,55063,zinc finger CW-type PWWP domain protein 1,"NA"
K24689,lipS2,-1,lipoyl synthase,"NA"
K24690,ZCWPW2,152098,zinc finger CW-type PWWP domain protein 2,"NA"
K24691,ZNF106,64397,zinc finger protein 106,"NA"
K24692,ZNF638,27332,zinc finger protein 638,"NA"
K24693,mftD,-1,pre-mycofactocin synthase ,1.4.3.26
K24694,mftA,-1,mycofactocin precursor peptide MftA,"NA"
K24695,mftB,-1,mycofactocin biosynthesis protein MftB,"NA"
K24696,mftC,-1,"[mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase ",1.3.98.7 4.1.99.26
K24697,mftE,-1,mycofactocin precursor peptide peptidase ,3.4.14.14
K24698,mftF,-1,mycofactocin glycosyltransferase,"NA"
K24699,mftR,-1,"TetR/AcrR family transcriptional regulator, regulator of mycofactocin system","NA"
K24700,mdo,-1,3-mercaptopropionate dioxygenase ,1.13.11.91
K24701,IBOH,-1,L-glutamate 3(R)-hydroxylase ,1.14.11.76
K24702,pdmA,-1,"N,N-dimethyl phenylurea N-demethylase alpha subunit ",1.14.15.38
K24703,pdmB,-1,"N,N-dimethyl phenylurea N-demethylase beta subunit ",1.14.15.38
K24704,cmlI,-1,alpha-N-dichloroacetyl-p-aminophenylserinol N-oxygenase ,1.14.99.67
K24705,aurF,-1,4-aminobenzoate N-oxygenase ,1.14.99.68
K24706,SCUBE2,57758,"signal peptide, CUB and EGF-like domain-containing protein 2","NA"
K24707,E2.7.1.16,-1,ribulokinase ,2.7.1.16
K24708,K24708,-1,"ATP-binding cassette, subfamily B, putative efflux pump ",7.6.2.-
K24709,K24709,-1,D-galactose transport system substrate-binding protein,"NA"
K24710,K24710,-1,D-galactose transport system permease protein,"NA"
K24711,K24711,-1,D-galactose transport system permease protein,"NA"
K24712,K24712,-1,D-galactose transport system ATP-binding protein ,7.5.2.11
K24713,s25dA,-1,steroid C-25 hydroxylase alpha subunit ,1.17.99.10
K24714,s25dB,-1,steroid C-25 hydroxylase beta subunit ,1.17.99.10
K24715,s25dC,-1,steroid C-25 hydroxylase gamma subunit,"NA"
K24716,atcA,-1,3-oxo-Delta1-steroid hydratase/dehydrogenase large subunit ,1.17.99.11
K24717,atcB,-1,3-oxo-Delta1-steroid hydratase/dehydrogenase medium subunit ,1.17.99.11
K24718,atcC,-1,3-oxo-Delta1-steroid hydratase/dehydrogenase small subunit ,1.17.99.11
K24719,sph1,-1,smc-like protein Sph1,"NA"
K24720,TULP4,56995,tubby-related protein 4,"NA"
K24721,"CLINT1, EPN4",9685,clathrin interactor 1,"NA"
K24722,"DNAI3, WDR63",126820,"dynein intermediate chain 3, axonemal","NA"
K24723,"DNAI4, WDR78",79819,"dynein intermediate chain 4, axonemal","NA"
K24724,"AES, TLE5",166,TLE family member 5 (amino-terminal enhancer of split),"NA"
K24725,AAMP,14,angio-associated migratory cell protein,"NA"
K24726,NDUFAF8,284184,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8","NA"
K24727,MYORG,57462,myogenesis-regulating glycosidase ,3.2.1.-
K24728,"CFAP52, WDR16",146845,cilia- and flagella-associated protein 52,"NA"
K24729,"CFAP57, WDR65",149465,cilia- and flagella-associated protein 57,"NA"
K24730,"CIAO1, CIA1",9391,cytosolic iron-sulfur protein assembly protein CIAO1,"NA"
K24731,DMWD,1762,dystrophia myotonica WD repeat-containing protein,"NA"
K24732,GNB1L,54584,guanine nucleotide-binding protein subunit beta-like protein 1,"NA"
K24733,LRWD1,222229,leucine-rich repeat and WD repeat-containing protein 1,"NA"
K24734,NWD,284434,"NACHT domain- and WD repeat-containing protein","NA"
K24734,NWD,57495,"NACHT domain- and WD repeat-containing protein","NA"
K24735,SPAG16,79582,sperm-associated antigen 16 protein,"NA"
K24736,"WDR1, AIP1",9948,WD repeat-containing protein 1 (actin-interacting protein 1),"NA"
K24737,WDR6,11180,WD repeat-containing protein 6,"NA"
K24738,WDR7,23335,WD repeat-containing protein 7,"NA"
K24739,WDR13,64743,WD repeat-containing protein 13,"NA"
K24740,WDR17,116966,WD repeat-containing protein 17,"NA"
K24741,WDR20,91833,WD repeat-containing protein 20,"NA"
K24742,WDR25,79446,WD repeat-containing protein 25,"NA"
K24743,WDR31,114987,WD repeat-containing protein 31,"NA"
K24744,WDR37,22884,WD repeat-containing protein 37,"NA"
K24745,WDR38,401551,WD repeat-containing protein 38,"NA"
K24746,WDR47,22911,WD repeat-containing protein 47,"NA"
K24747,WDR49,151790,WD repeat-containing protein 49,"NA"
K24748,WDR53,348793,WD repeat-containing protein 53,"NA"
K24749,WDR54,84058,WD repeat-containing protein 54,"NA"
K24750,"WDR55, JIP5",54853,WD repeat-containing protein 55,"NA"
K24751,WDR64,128025,WD repeat-containing protein 64,"NA"
K24752,WDR70,55100,WD repeat-containing protein 70,"NA"
K24753,WDR72,256764,WD repeat-containing protein 72,"NA"
K24754,WDR73,84942,WD repeat-containing protein 73,"NA"
K24755,"WDR76, CMR1",79968,WD repeat-containing protein 76,"NA"
K24756,WDR86,349136,WD repeat-containing protein 86,"NA"
K24757,WDR88,126248,WD repeat-containing protein 88,"NA"
K24758,WDR89,112840,WD repeat-containing protein 89,"NA"
K24759,WDR90,197335,WD repeat-containing protein 90,"NA"
K24760,WDR91,29062,WD repeat-containing protein 91,"NA"
K24761,WDR92,116143,WD repeat-containing protein 92,"NA"
K24762,WDR93,56964,WD repeat-containing protein 93,"NA"
K24763,RMC1,29919,regulator of MON1-CCZ1 complex,"NA"
K24764,WDSUB1,151525,"WD repeat, SAM and U-box domain-containing protein 1","NA"
K24765,CREC,-1,catabolite repression protein CreC,"NA"
K24766,ACRB,-1,ubiquitination network signaling protein AcrB,"NA"
K24767,ASA1,-1,ASTRA-associated protein 1,"NA"
K24768,MYRF,745,myelin regulatory factor ,3.4.-.-
K24769,TCF20,6942,transcription factor 20,"NA"
K24770,"DSE1, ALT2, EMB2757",-1,protein decreased size exclusion limit 1,"NA"
K24771,TTI2,-1,TEL2-interacting protein 2,"NA"
K24772,GG1_2,-1,"guanine nucleotide-binding protein subunit gamma 1/2, plant","NA"
K24773,GG3,-1,"guanine nucleotide-binding protein subunit gamma 3, plant","NA"
K24774,FNBP4,23360,formin-binding protein 4,"NA"
K24775,WBP1,54838,WW domain-binding protein 1,"NA"
K24775,WBP1,23559,WW domain-binding protein 1,"NA"
K24776,RUFY3,22902,protein RUFY3,"NA"
K24777,WDFY4,57705,WD repeat and FYVE domain-containing protein 4,"NA"
K24778,"ZFYVE19, ANCHR",84936,abscission/NoCut checkpoint regulator,"NA"
K24779,ZFYVE21,79038,zinc finger FYVE domain-containing protein 21,"NA"
K24780,"ZFYVE28, LST2",57732,lateral signaling target protein 2,"NA"
K24781,BPH1,-1,beige protein homolog 1,"NA"
K24782,"CHMP4C, SNF7, VPS32C",92421,charged multivesicular body protein 4C,"NA"
K24783,JAKMIP1,152789,janus kinase and microtubule-interacting protein 1,"NA"
K24784,JAKMIP2,9832,janus kinase and microtubule-interacting protein 2,"NA"
K24785,JAKMIP3,282973,janus kinase and microtubule-interacting protein 3,"NA"
K24786,RUNDC1,146923,RUN domain-containing protein 1,"NA"
K24787,RUNDC3,10900,RUN domain-containing protein 3,"NA"
K24787,RUNDC3,154661,RUN domain-containing protein 3,"NA"
K24788,HPDL,84842,4-hydroxyphenylpyruvate dioxygenase-like protein ,1.13.-.-
